Date,User,Tweet,Translated_Tweet
2022-06-28 18:53:23+00:00,i_ak341,nice revolution great job physicswallah,nice revolution great job physicswallah
2022-06-28 17:24:07+00:00,main_hu_bhaiii,__wallah pankaj sir ki dialogue yaad aa gyi hwaaon se keh ki apni aukaat mein rahe hum par se nahi hauslon se udaa krte h aur ye hauslaa tb tk rhega jab tak pw rhega till infinity physicswallah,__wallah pankaj sir ki dialogue yaad aa gyi hwaaon se keh ki apni aukaat mein rahe hum par se nahi hauslon se udaa krte h aur ye hauslaa tb tk rhega jab tak pw rhega till infinity physicswallah
2022-06-28 17:01:30+00:00,I_am_Shahanur,sir kya apka koi webseries aa rha hai found imdb physicswallah,Sir do you have any webseries coming Found Indb Fasixuallah
2022-06-28 15:28:39+00:00,yadavpankaj2,महनत इतन खमश स कर क सफलत शर मच द huge respect sir love simplicity आपक अदजबय सबस अलग सबस जद lallantop physicswallah motivational barhalganj _lt,Success is ashamed of hard work huge respect sir love simplicity your amazing most different all JD lallantop physicswallah motivational barhalganj _lt
2022-06-28 14:44:34+00:00,physics__wallah,passing mark nahi full mark lao join karke new udaan 20 batch pwvidyapeeth physicswallah alakhpandey pwrevolution aagaz,passing mark nahi full mark lao join karke new udaan 20 batch pwvidyapeeth physicswallah alakhpandey pwrevolution aagaz
2022-06-28 14:27:13+00:00,unanonymous1234,waiting varanasi alakh sir physicswallah,waiting varanasi alakh sir physicswallah
2022-06-28 10:42:45+00:00,physics__wallah,point physicswallah pwrevolution aagaz pwkota alakhpandey,Point Faikswaal: Purevolution Agaz Pavkota Alakhpandey
2022-06-28 09:42:23+00:00,LalaKus37198563,physicswallah legend alakhpandey,physicswallah legend alakhpandey
2022-06-28 06:44:33+00:00,Abhinav11072003,refer caption daigram neetug neet2022 physicswallah nta allenkota,refer caption daigram neet ug neet 2022 physicswallah nta allen kota
2022-06-28 06:38:28+00:00,upsc_aspirant__,alternating current produced aelectric motor b transformer c dynamo choke coil scarletwitch taehyunginparis technology science physicswallah genshinimpact jimin yogapractice yogalife,alternating current produced aelectric motor b transformer c dynamo choke coil scarletwitch taehyunginparis technology science physicswallah genshinimpact jimin yogapractice yogalife
2022-06-28 03:43:30+00:00,swaggie_08_,swaggie study physicswallah,swaggie study physicswallah
2022-06-28 01:30:52+00:00,mr_prasoon_32,allahabadi guru physicswallah,Rambhadi Guru Fyaseeshwallah
2022-06-28 01:29:16+00:00,venator_02,physicswallah unicorn unbelievable alakh pandey education physic,physics wallah unicorn unbelievable alakh pandey education physics
2022-06-27 16:59:43+00:00,jwarasikhumba,phalaphalafarm physicswallah,phalaphalafarm physicswallah
2022-06-27 16:51:59+00:00,insanekmwtt9,neetugdeservejustice modijiextentneetug allenpostpondneetug allenite allen kotacoching physicswallah,Niteugadesurvejstis ModigStrengtega Allempostupondnetuga Allenithe Allen kotkaching Fyasishwallah
2022-06-27 13:27:27+00:00,nextopiaDrKhan,thats hard work get recognition physicswallah,thats hard work get recognition physicswallah
2022-06-27 13:23:17+00:00,nextopiaDrKhan,made education free hand businessmen physicswallah,made education free hand businessmen physicswallah
2022-06-27 13:15:12+00:00,yuvirockers,__wallah sir plzzz help vt sir good think need u sir u r mentor god vtsir physicswallah,_ wallah sir plz help vt sir good think need u sir u r mentor god vt sir physics wallah
2022-06-27 08:39:29+00:00,Mr_Ritik_77,physicswallah wrost pw physicswallah wrost yaar contact 24 hour complain nothing never call back,physicswallah worst pw physicswallah worst air contact 24 hour complain nothing never call back
2022-06-27 07:44:40+00:00,POPULAR_CONTENT,short youtube shortvideo youtube short youtubeshorts physicswallah alakhpandey motivation inspiration,short youtube short video youtube shorts youtubeshorts physicswallah alakh pandey motivation inspiration
2022-06-27 06:15:12+00:00,physics__wallah,tell u reaction chemistry pj physicswallah,tell u reaction chemistry pj physicswallah
2022-06-27 04:26:46+00:00,physics__wallah,monday best studying physic wallah reply agree physicswallah pw mondaymorning mondaymotivation alakhpandey mondayvibes,monday best studying physic wallah reply agree physicswallah pw mondaymorning mondaymotivation alakhpandey mondayvibes
2022-06-27 01:05:27+00:00,PrinceDaksh114,alakh sir se request hai plz yakeen hindi medium batch 2023 start kijiye physicswallah pw,Alakh sir se request hai plz yakin hindi medium batch 2023 start kijiye fasiksualallah pav
2022-06-26 22:15:46+00:00,Abhinav11072003,answer asked india mock test conducted allenkota neet2022 cuet2022 neetug22 physicswallah,answer asked india mock test conducted allenkota neet2022 cuet2022 neetug22 physicswallah
2022-06-26 22:05:20+00:00,PrayagChhabra,popular among student already society started celebrate contribution became unicorn interestingly internet flooded physicswallah alakh pandey interview another reason status driven society,popular among student already society started celebrate contribution became unicorn interestingly internet flooded physicswallah alakh pandey interview another reason status driven society
2022-06-26 19:50:21+00:00,hardikkanekar1,achieving coveted unicorn status earlier month 7th june india 101st unicorn physicswallah pw forayed offlinelearning launch first learning centre kota rajasthan,achieving coveted unicorn status earlier month 7th june india 101st unicorn physicswallah pw forayed offlinelearning launch first learning centre kota rajasthan
2022-06-26 16:35:59+00:00,Khil_afat505,physicswallah alakhpandey _afat505,physicswallah alakhpandey _afat505
2022-06-26 13:28:54+00:00,Abhinav11072003,question asked allen major test answer allen allenkota neet neetug neet2022 physicswallah unacademy,question asked allen major test answer allen allenkota neet neetug neet2022 physicswallah unacademy
2022-06-25 14:54:44+00:00,BasirFirdous,newprofilepic physicswallah,newprofilepic physicswallah
2022-06-25 14:50:38+00:00,Shivams66922500,physicswallah,physicswallah
2022-06-25 14:37:38+00:00,KunalMh54881278,__wallah physicswallah,"I swear to God, he will reach him"
2022-06-25 13:55:59+00:00,Gamedotexe3,__wallah im studying think late night middle june physicswallah,__wallah im studying think late night middle june physicswallah
2022-06-25 12:41:05+00:00,karthikkaizoku,im proud student physicswallah,im proud student physicswallah
2022-06-25 11:46:15+00:00,Indianext_media,country given birth 58 unicorn since start 2021 whether ecommerce fintech saas education tech enterprise tech digital technology startup digitalstartupecosystem nasscom physicswallah tracxn,country given birth 58 unicorn since start 2021 whether ecommerce fintech saas education tech enterprise tech digital technology startup digitalstartupecosystem nasscom physicswallah tracxn
2022-06-25 10:51:10+00:00,doglapaan,success physic wallah attributed solving india specific problem company trying western problem indian context competitive exam preparation extremely india specific physicswallah startup,success physics wallah attributed solving india specific problem company trying western problem indian context competitive exam preparation extreme india specific physics wallah startup
2022-06-25 10:23:45+00:00,main_hu_bhaiii,__wallah studying think ye pdhaai kisne bnaaya accha khaasa raja maharaja vaala system tha gurukul tha talwar itna iit neet competition ka pressure ni thaaaa ramble fun physicswallah,__wallah studying think ye pdhaai kisne bnaaya accha khaasa raja maharaja vaala system tha gurukul tha talwar itna iit neet competition ka pressure ni thaaaa ramble fun physicswallah
2022-06-25 10:02:45+00:00,physics__wallah,type im studying let predictive text finish sentence funtime physicswallah,type im studying let predictive text finish sentence funtime physicswallah
2022-06-25 08:31:39+00:00,malpani,yearly fee tuition 3l offline coaching 30k unacademy byjus 3k physicswallah 0,yearly fee tuition 3l offline coaching 30k unacademy byjus 3k physicswallah 0
2022-06-25 07:36:44+00:00,AdarshSingh93,successfull journey motivates u cause also lower middle class family dream make physicswallah brand successfull never stop go ahead like hat dedication sir pw,successful journey motivates u can also lower middle class family dream make physicswallah brand successful never stop go ahead like hat dedication sir pw
2022-06-25 07:32:39+00:00,thenawnitkumar,liked youtube dont overthink create problemsneet iit jee physicswallah motivation life short,liked youtube dont overthink create problems neet iit jee physics wallah motivation life short
2022-06-24 18:55:25+00:00,Shishui_Uchiha_,byju akash onlinelearning onlineeducation online physicswallah physic chemistry math pcm2022 pcm science jeeexam,byju akash online learning onlineeducation online physicswallah physics chemistry math pcm 2022 pcm science jeeexam
2022-06-24 18:30:16+00:00,YTIndiaTrends,16 pw company emotion physicswallah physicswallahalakhpandey pwalakhpandey pwemotion physicswallahislove physicswallahisemotion alakhsirisanemotion,16 pw company emotion physicswallah physicswallahalakhpandey pwalakhpandey pwemotion physicswallahislove physicswallahisemotion alakhsirisanemotion
2022-06-24 17:55:14+00:00,s2shant,physicswallah,physicswallah
2022-06-24 15:40:01+00:00,AnsariMdJaveed,__wallah physic wallah f5 physicswallah,"By God, God is a trap, and God is a trap for God"
2022-06-24 15:29:32+00:00,dna,physicswallahs alakhpandey turning unacademys multicrore offer gauravmunjal say,physicswallahalakhpandey turning unacademy multicrore offer gaurav munjal say
2022-06-24 14:54:37+00:00,RiteshK62307039,__wallah pw logo f5 physicswallah,__wallah pw logo f5 physicswallah
2022-06-24 14:46:02+00:00,physics__wallah,chai like f5 system refreshing whats f5 physicswallah,chai like f5 system refreshing whats f5 physicswallah
2022-06-24 12:36:36+00:00,imyashgoel,physic wallah rejected unacademy offer hope successful cheap cost free education remember day also fill form part team physicswallah,physics wallah rejected unacademy offer hope successful cheap cost free education remember day also fill form part team physicswallah
2022-06-24 10:45:20+00:00,ramjitiwari26,faculty fraternity ready soar roar revolutionary pw physicswallah join true revolution edtech space referral id ramjilive hiringnow immidiatejoiner physicswallah linkedinpost linkedincreator,faculty fraternity ready soar roar revolutionary pw physicswallah join true revolution edtech space referral id ramjilive hiringnow immidiatejoiner physicswallah linkedinpost linkedincreator
2022-06-24 08:59:57+00:00,the_moneyminded,physicswallah themoneymindedskills alakhpandey unicornclub startup youtube,physicswallah themoneymindedskills alakhpandey unicornclub startup youtube
2022-06-24 06:39:12+00:00,AchieverJee,chemistry jee physicswallah,chemistry jee physicswallah
2022-06-24 06:29:34+00:00,ankitanvekr,physicswallah actually cracked,physicswallah actually cracked
2022-06-24 06:02:30+00:00,Alec_lovesyou,physic wallah god every aspirant quality teaching excellent teacher promise alakh sir urge make iitian reliable price make physic wallah different others physicswallah,physics wallah god every aspirant quality teaching excellent teacher promise alakh sir urge make iitian reliable price make physicswallah different others physicswallah
2022-06-24 06:02:15+00:00,EntrepreneurIND,many d2c brand successful stint online world taking traditional route opening offline store purplle sugarcosmetics physicswallah byjus,many d2c brand successful stint online world taking traditional route opening offline store purplle sugarcosmetics physicswallah byjus
2022-06-24 05:22:44+00:00,crazyteem99,location physicswallah,location physicswallah
2022-06-24 04:17:05+00:00,CSVikas17,fathermr alakh pandey physicswallah hero,Fatherand Alakh Pandey Fasixuallah Hero
2022-06-23 14:25:16+00:00,insta_adi,kota scam end physicswallah best guru,Kota Scam and Fyaseeshwallah is the best Guru
2022-06-23 14:00:09+00:00,Kanika3000,jeepostpone deferjeemains2022 neetpostpone family prsnl professional society issue dont skip preparation u govt force u skip doesnt know family teacher alakhpandeysir amitarorasir unacademyteachers physicswallah,jeepostpone deferjeemains2022 neetpostpone family prsnl professional society issue dont skip preparation u govt force u skip doesnt know family teacher alakhpandeysir amitarorasir unacademyteachers physicswallah
2022-06-23 10:40:36+00:00,PlatformStrange,physicswallah,physicswallah
2022-06-23 09:27:47+00:00,ShipraS77083537,revise class 12 2 hour complete revision class 12 jee via jeemains2022 tip strategy marathonconcertfest physicswallah gradeup byjus,revise class 12 2 hour complete revision class 12 jee via jee mains 2022 tips strategy marathonconcertfest physicswallah gradeup byju's
2022-06-23 04:30:17+00:00,Abhinav11072003,answer neet aiims neetug nta physicswallah,answer neet aiims neetug nta physicswallah
2022-06-23 03:04:59+00:00,RiteshK62307039,__wallah alakhpandey physicswallah,"I swear to God, Alkhband Viskollah"
2022-06-23 00:10:52+00:00,Hindimotivati16,powerful motivational video motivation physicswallah,powerful motivational video motivation physicswallah
2022-06-22 17:29:04+00:00,Premkoh69101106,acha khana milega ek environment milega jaha rupee hi sabkuch nai hota waha aapko takkar dene wala v koi nai hoga aur bahot si baate hai rehne know aap nai padhoge mera tweet fir v ek try kiya pw physicswallah ek chota sa request tha ye,acha khana milega ek environment milega jaha rupee hi sabkuch nai hota waha aapko takkar dene wala v koi nai hoga aur bahot si baate hai rehne know aap nai padhoge mera tweet fir v ek try kiya pw physicswallah ek chota sa request tha ye
2022-06-22 14:58:15+00:00,katariasuhana24,writing first tweet none favourite teacher sir alakh pandeya man made fall love physic girl struggling physic getting 998 percentile jee physic sir worked great magician physicswallah,writing first tweet none favourite teacher sir alakh pandeya man made fall love physic girl struggling physic getting 998 percentile jee physic sir worked great magician physicswallah
2022-06-22 13:44:45+00:00,physics__wallah,apni neet ki success story likho pw ke yakeen batch ke sath aaj hi enroll kare kyuki ek ek pal hi keemti physicswallah neet neet2023 yakeen2023 alakhpandey alakhsir,success story of apni neet
2022-06-22 10:41:38+00:00,IamRRanga,_la yes startup right vision rightly rewarded given proper backing recent physicswallah story testimony fact,_la yes startup right vision rightly rewarded given proper backing recent physicswallah story testimony fact
2022-06-22 09:58:21+00:00,RiteshK62307039,__wallah physicswallah,"I swear to God, he will reach him"
2022-06-22 09:06:42+00:00,Mayank_Pandey__,_aa_gaye __wallah ragdoge tabhi chamkoge quoteoftheday physicswallah,_आ_गाई_वल्लाह
2022-06-22 08:05:41+00:00,RuhaanChaudhar3,jee aspirant thumb impression _29_04 physicswallah jeemains2022,jee aspirant thumb impression _29_04 physicswallah jee mains 2022
2022-06-22 06:44:54+00:00,physics__wallah,called physic wallah training jitni tu milti jaye utni lagey thodi thodi physicswallah,Called Fasiq Wallah training as much as you get
2022-06-21 20:00:00+00:00,dna,meet physicswallah ceo alakhpandey turned r 75 cr salary built company valued r 8500 cr,meet physicswallah ceo alakhpandey turned r 75 cr salary built company valued r 8500 cr
2022-06-21 15:05:06+00:00,bishnoie002,पहचन बतन क जररत नह हम त सरकर कगज म दरज ह इकलब जनदबद bishnoi lawrencebishnoi punjab punjabpolice sidhumossewala sidhumoosewaladeath physicswallah news,"We don't need any identity card, we are going to register on paper Iqbal Jandabad bishnoi lawrencebishnoi punjab punjabpolice sidhumossewala sidhumoosewaladeath physicswallah news"
2022-06-21 13:24:22+00:00,shiniing_sun,meetup awesome person physicswallah alakhpandey kota physicswallahkota noida,meetup awesome person physicswallahalakhpandey kota physicswallah kota noida
2022-06-21 12:43:54+00:00,SHIVANSH0787,vision reality dream come true moment met fav teacher alakh sir physicswallah shunyasealakhtak,vision reality dream come true moment met fav teacher alakh sir physicswallah shunyasealakhtak
2022-06-21 11:37:00+00:00,EntrepreneurIND,physicswallah raised 100 million series funding westbridge gsv venture become india 101st unicorn unicorn engineering medical physicswallah jee youtube entrepreneurindia,physicswallah raised 100 million series funding westbridge gsv venture become india 101st unicorn unicorn engineering medical physicswallah jee youtube entrepreneurindia
2022-06-21 09:00:39+00:00,iamrajt,ed tech biggest scam rn physicswallah startup,edtech biggest scam in physics wallah startup
2022-06-21 07:44:38+00:00,dl_magazine,achieving coveted unicorn status earlier month 7th june india 101st unicorn physicswallah pw forayed offlinelearning launch first learning centre kota rajasthan,achieving coveted unicorn status earlier month 7th june india 101st unicorn physicswallah pw forayed offlinelearning launch first learning centre kota rajasthan
2022-06-20 19:27:07+00:00,GannNews,physicswallah launch first offline center kota,physicswallah launch first offline center kota
2022-06-20 16:26:59+00:00,Inc42,physicswallah forayed offline space launch first offline centre pw vidyapeeth kota rajasthan offline centre enrol 11th 12thgrade student seek prepare jee neet exam,physicswallah forayed offline space launch first offline centre pw vidyapeeth kota rajasthan offline centre enrol 11th 12thgrade student seek prepare jee neet exam
2022-06-20 15:49:30+00:00,indstartupnews,india 101st unicorn startup physicswallah open first offline coaching center kota coaching education,india 101st unicorn startup physicswallah open first offline coaching center kota coaching education
2022-06-20 14:31:56+00:00,AmberAyush,emotion everything physicswallah,emotion everything physicswallah
2022-06-20 06:53:52+00:00,XSEED_XIMB,weekly news byte xpreneur weekly week 13062022 20062022 xseed pursuite startup physicswallah siply klub enterpreneur,weekly news byte xpreneur weekly week 13062022 20062022 xseed pursuite startup physicswallah siply klub enterpreneur
2022-06-20 05:34:01+00:00,Dev_pakhare,ytb channel physicswallah,ytb channel physicswallah
2022-06-20 05:16:55+00:00,Harshit13678764,congratulation sir start offline class physic wallah kota physicswallahinkota physicswallah,congratulation sir start offline classes physics wallah kota physicswallah kota physicswallah
2022-06-20 05:07:02+00:00,academyforiot,every monday come opportunity need make use start day enthusiasm theiotacademy motivation physicswallah education class,every monday come opportunity need make use start day enthusiasm theiotacademy motivation physicswallah education class
2022-06-20 04:29:56+00:00,b_prajapati19,new coaching kota physicswallah iit kota student agnipath agnipathrecruitmentscheme,NEW COACHING KOTA PHASYSHWALLAH IT COTHA STUDENT AGNIPATH AGNIPADHRCRUITMENTSCHEME
2022-06-20 03:06:06+00:00,MRLogiciann,may planet sun entire solar system nucleus part may part atom say physic physicswallah space solar spacestudy spacex elonmusk,may planet sun entire solar system nucleus part may part atom say physics physics wallah space solar spacestudy spacex elon musk
2022-06-19 22:33:33+00:00,shiniing_sun,saying physic wallah alakh pandey sirthen overrated allhe deserves best rating really working hard studentshe provided full course chemistry physic class 11th 12th free cost physicswallah,saying physic wallah alakh pandey sir then overrated she deserves best rating really working hard students provided full course chemistry physic class 11th 12th free cost physicswallah
2022-06-19 18:08:36+00:00,murali_panwar,hello kota first appreciate entire team pw much child continue episode pws team kept program open offline center kota samedonkota physicswallah,hello kota first appreciate entire team pw much child continue episode pws team kept program open offline center kota samedonkota physicswallah
2022-06-19 17:10:07+00:00,9461ajayyadav,unstoppable physic wallah physicswallah alakhpandey pwpathshala physicswallahofficial alakhsir,unstoppable physic wallah physicswallahalakhpandey pw pathshala physicswallah official alakhsir
2022-06-19 16:13:02+00:00,jeevarunsingh,please join physicswallah pathshala mumbai dont waste lakh,please join physics wallah pathshala mumbai don't waste lakh
2022-06-19 16:08:18+00:00,Sky______limit,look man ek white board se unicorn success ka isse bada koi example nhi ho sakta emotional physicswallah,There can be no bigger example of unicorn success than a white board in the look Emotional Fascisual Allah
2022-06-19 06:21:21+00:00,amanANDscience,watch new mar 4k youtube mar physicswallah physic,watch new mar 4k youtube mr physics wallah physics
2022-06-19 03:06:52+00:00,ramjitiwari26,kota pw resonates vibe trust अब और लडई नह सरफ पढई pw physicswallah alakh pandey pwvidyapeeth physicswallah revivekota,kota pw resonates vibe trust ab aur ladai nah saraf padhai pw physicswallah alakh pandey pwvidyapeeth physicswallah revivekota
2022-06-18 21:10:26+00:00,khan_alvis,student preparing jeeneet physicswallah rn,student preparing jeeneet physicswallah rn
2022-06-18 17:46:20+00:00,py785158,sir please launch batch cuet art physicswallah,sir please launch batch cuet art physicswallah
2022-06-18 17:31:29+00:00,itz_nitin__000,people throwing stone collect make red fort never demotivate one day empire physicswallah sachinjakhar kota elonmusk,people throwing stone collect make red fort never demotivate one day empire physics wallah sachin jakhar kota elon musk
2022-06-18 16:21:14+00:00,AshishR42855001,pw ke awesome teacher se offline padhne ka bahut hai man paison ki kami se kota nhin aa pa rhein hai ham physicswallah pw alakhpandey,"Pav's awesome teacher has a lot to study offline, due to lack of money, we are not able to come to quota"
2022-06-18 16:19:37+00:00,shawayudr,physicswallah ntadeferneetug justiceforneetug supremecourt pmoindia modijideferneetug edtech giant arent support student power change game better use request urge let ear get go 1m twee,physicswallah ntadeferneet ug #justiceforneetug supremecourt pmoindia modijideferneet ug edtech giant arent support student power change game better use request urge let ear get go 1m twee
2022-06-18 16:10:50+00:00,shawayudr,physicswallah ntadeferneetug educationminister supremecourt pmoindia modijideferneetug edtech giant arent support student power change game better use request urge let ear get go 1m twee,physicswallah ntadeferneet ug education minister supremecourt pmoindia modijideferneet ug edtech giant arent support student power change game better use request urge let ear get go 1m twee
2022-06-18 15:08:07+00:00,AaqilSheikh2,love infinity tyms pw physicswallah,love infinity tyms pw physicswallah
2022-06-18 12:06:17+00:00,iwmbuzz,inspiring part biopic web series newest unicorn alakhpandey radhabhatt follow u abhishekdhandharia aboutfilms alakhpandey mustread physicswallah radhabhatt sunflower,Inspiring Part Biopic Web Series Newest Unicorn Alakhpandey Radhabhatt Follow U Abhishek Dhandharia aboutfilms Alakhpandey Mustread Physicsswallah Radhabhatt Sunflower
2022-06-18 12:05:16+00:00,creatorshubhamm,alakh pandey founder build unicorn used many non tech founder physicswallah startup entrepreneur,alakh pandey founder build unicorn used many non tech founder physicswallah startup entrepreneur
2022-06-18 05:39:05+00:00,b_prajapati19,want room kota contact u 8233721841 security brokerage kota unacademy allen iit physicswallah,want room kota contact u 8233721841 security brokerage kota unacademy allen iit physicswallah
2022-06-18 04:17:46+00:00,Nkr_Sir,edtech v edclassic mecca coaching game oninteresting day ahead wish student student win game let excellencelet successwish see glory coming kota unacademy physicswallah allen,edtech v edclassic mecca coaching game on interesting day ahead wish student student win game let excellence let successwish see glory coming kota unacademy physicswallah allen
2022-06-18 03:35:21+00:00,SaamRitik,__wallah role model sir love youphysicswallah physicswallahofficial alakhpandey alakhsir,__wallah role model sir love you physicswallah physicswallah official alakh pandey alakhsir
2022-06-17 20:35:24+00:00,DEEPANJANDEY111,physicswallah physician engineering physicianassociate technology math,physicswallah physician engineering physicianassociate technology math
2022-06-17 15:04:57+00:00,physics__wallah,bacchon pw alakhpandey physicswallah,Children Pav Alakhpandey Fasiksualallah
2022-06-17 11:23:42+00:00,BadaBusinessOff,हमर इस वडय क trending 8 म पहचन क लए बहतबहत धनयवद अगर आपन अभ तक यह वडय नह दख त इस लक पर कलक कर trending alakhpandey physicswallah drvivekbindra badabusiness,Thank you very much for introducing this video in our trending 8 if you haven't seen this video yet click on this link trending alakhpandey physicswallah drvivekbindra badabusiness
2022-06-17 11:22:59+00:00,DrVivekBindra,हमर इस वडय क trending 8 म पहचन क लए बहतबहत धनयवद अगर आपन अभ तक यह वडय नह दख त इस लक पर कलक कर trending alakhpandey physicswallah drvivekbindra badabusiness,Thank you very much for introducing this video in our trending 8 if you haven't seen this video yet click on this link trending alakhpandey physicswallah drvivekbindra badabusiness
2022-06-17 11:05:10+00:00,amitsinha69,till edtech support offline learning amp able disrupt learning effectiveness become independent learning channel near term solution go hybrid till finally disrupt unacademy byjus physicswallah kota startup,till edtech support offline learning amp able disrupt learning effectiveness become independent learning channel near term solution go hybrid till finally disrupt unacademy byjus physicswallah kota startup
2022-06-17 08:11:26+00:00,RiteshK62307039,__wallah physicswallah,"I swear to God, he will reach him"
2022-06-17 07:26:37+00:00,SaamRitik,__wallah physic wallah love physicswallah alakhpandey pwpathshala physicswallahofficial alakhsir,__wallah physic wallah love physicswallahalakhpandey pw pathshala physicswallah official alakhsir
2022-06-17 07:22:50+00:00,physics__wallah,dont say care say bacchon padhai ko manage mat karna seekho life ko manage krna seekho physicswallah alakhpandey pwpathshala physicswallahofficial alakhsir,"Take care of teeth, children, don't learn to manage studies, learn to manage life"
2022-06-17 05:29:54+00:00,MdNawaz15942,__wallah physicswallah emotional lack student,__wallah physicswallah emotional lack student
2022-06-17 04:57:36+00:00,BadaBusinessOff,हमर इस वडय क trending 7 म पहचन क लए बहतबहत धनयवद अगर आपन अभ तक यह वडय नह दख त इस लक पर कलक कर trending alakhpandey physicswallah drvivekbindra badabusiness,Thank you very much for introducing this video in our trending 7 if you haven't seen this video yet click on this link trending alakhpandey physicswallah drvivekbindra badabusiness
2022-06-17 04:57:25+00:00,DrVivekBindra,हमर इस वडय क trending 7 म पहचन क लए बहतबहत धनयवद अगर आपन अभ तक यह वडय नह दख त इस लक पर कलक कर trending alakhpandey physicswallah drvivekbindra badabusiness,Thank you very much for introducing this video in our trending 7 if you haven't seen this video yet click on this link trending alakhpandey physicswallah drvivekbindra badabusiness
2022-06-17 02:15:22+00:00,Jaspree123409,boycottunacademy physicswallah everyone support sir unacadmey playing student career,boycott unacademy physics wallah everyone support sir unacademy playing student career
2022-06-16 18:42:54+00:00,Jatinsh89570431,__wallah physicswallah,"I swear to God, he will reach him"
2022-06-16 18:03:29+00:00,SalmanZabha,physicswallah physic concept cbse school science,physicswallah physic concept cbse school science
2022-06-16 16:29:30+00:00,Himansh65895974,__wallah apke wajha se hum sabko thoda kaam ragadna padega physicswallahpwisouremotion,__Wallah because of you we all have to rub some work
2022-06-16 16:18:14+00:00,malpani,right way build edtech startup physicswallah v byjus,right way build edtech startup physicswallah v byjus
2022-06-16 15:22:23+00:00,Yash22015,__wallah physicswallah alakhpanday pwpathshala physicswallahofficial alakhsir,__wallah physicswallahalakhpanday pw pathshala physicswallah official alakhsir
2022-06-16 13:59:34+00:00,AbhayJuhi,beautiful teacher alakhpandey physicswallah,beautiful teacher alakhpandey physicswallah
2022-06-16 03:34:43+00:00,yessecurities,physic wallah inspiring saga grit gumption disclaimer physicswallah inspiring edtech sustainability online venture fund grow unicorn demand challenge acumen yessecurities,physics wallah inspiring saga grit gumption disclaimer physicswallah inspiring edtech sustainability online venture fund grow unicorn demand challenge acumen yes securities
2022-06-16 01:17:36+00:00,Prakashspj786,kota became real battle field edtech company aakash byjus unacademy physic wallah set launch offline centre kota much exciting witness edtech battle allen physicswallah unacademy resonanace vibrant motion kota allen best,kota became real battle field edtech company aakash byjus unacademy physic wallah set launch offline centre kota much exciting witness edtech battle allen physicswallah unacademy resonanace vibrant motion kota allen best
2022-06-15 18:14:55+00:00,abhiicgs,founder focused delivering tangible perception value niche everyone start promoting product happens organic brand value physicswallah alakhpandey,founder focused delivering tangible perception value niche everyone start promoting product happens organic brand value physicswallah alakhpandey
2022-06-15 16:06:38+00:00,BanpalashiD,pw real love physicswallah,pw real love physicswallah
2022-06-15 13:16:44+00:00,ReddySrnr,salute physic wallah physicswallah,salute physics wallah physics wallah
2022-06-15 12:29:05+00:00,physicscoder,12th pas alakh panday created unicorn company worth 8000cr typically alakh teacher famous physicswaalla teach student neet iitjee 3999 physicswallah unicorn business,12th pas alakh panday created unicorn company worth 8000 cr typically alakh teacher famous physicswallah teach students neet iitjee 3999 physicswallah unicorn business
2022-06-15 10:24:01+00:00,_aman_mittal,ultimate capitalism ivy league type shall export indian education soon allen v physicswallah v unacademy ft kotaoffline educationtourism,ultimate capitalism ivy league type shall export indian education soon allen v physicswallah v unacademy ft kotaoffline educationtourism
2022-06-15 08:15:17+00:00,rohit73kk,small youtube educator creating billiondollar company born inspire physicswallah,small youtube educator creating billiondollar company born inspire physicswallah
2022-06-15 08:11:37+00:00,BaregamaShivam,last night amp childhood friend committed suicide rajeev gandhi nagar kota seen struggling depression last 2 year may soul got peace ॐ शत neetug2022postpone modijideferneetug neetug physicswallah,last night amp childhood friend committed suicide rajeev gandhi nagar kota seen struggling depression last 2 year may soul got peace ॐ शत neetug2022postpone modijideferneetug neetug physicswallah
2022-06-15 05:44:13+00:00,PhysicsBanner,look reddish stoned eye trying teach something beyond grasp perhaps scum attained fame teaching irrelevant content acquiring unicorn tag organisation physicswallah true rickshawala,look reddish stoned eye trying teach something beyond grasp perhaps scum attained fame teaching irrelevant content acquiring unicorn tag organisation physicswallah true rickshawala
2022-06-15 05:03:09+00:00,BadaBusinessOff,एकटर बनन चहत थ लकन मसटर ज बन गय टयशन म एकटग और डरम करक पढन इनक सफलत क फरमल ह मलत ह अलख पडय स thebadabharatshow म आज शम 4 बज हमर youtube channel पर physicswallah alakhpandey drvivekbindra badabusiness,Wanted to become an actor but mr jb ban gayi me acting aur drm kark padhan inki success milta hai alakh padyas s thebadabharatshow me aaj sham 4 baj hamar youtube channel physicswallah alakhpandey drvivekbindra badabusiness
2022-06-15 05:01:36+00:00,DrVivekBindra,एकटर बनन चहत थ लकन मसटर ज बन गय टयशन म एकटग और डरम करक पढन इनक सफलत क फरमल ह मलत ह अलख पडय स thebadabharatshow म आज शम 4 बज हमर youtube channel पर physicswallah alakhpandey drvivekbindra badabusiness,Wanted to become an actor but mr jb ban gayi me acting aur drm kark padhan inki success milta hai alakh padyas s thebadabharatshow me aaj sham 4 baj hamar youtube channel physicswallah alakhpandey drvivekbindra badabusiness
2022-06-15 02:51:06+00:00,MrHappyKR,physic wallah edtech industry dying ft alakh pandey physicswallah,physics wallah edtech industry dying ft alakh pandey physicswallah
